"origin" "uniprot" "protein" "description"
"1331" "sp" "Q99828" "CIB1" " Calcium and integrin-binding protein 1 OS=Homo sapiens OX=9606 GN=CIB1 PE=1 SV=4"
"1332" "sp" "Q9P0J7" "KCMF1" " E3 ubiquitin-protein ligase KCMF1 OS=Homo sapiens OX=9606 GN=KCMF1 PE=1 SV=2"
"1333" "sp" "A4QMS7" "CFA90" " Uncharacterized protein CFAP90 OS=Homo sapiens OX=9606 GN=CFAP90 PE=1 SV=1"
"1334" "sp" "P36543" "VATE1" " V-type proton ATPase subunit E 1 OS=Homo sapiens OX=9606 GN=ATP6V1E1 PE=1 SV=1"
"1335" "sp" "P62308" "RUXG" " Small nuclear ribonucleoprotein G OS=Homo sapiens OX=9606 GN=SNRPG PE=1 SV=1"
"1336" "sp" "Q15843" "NEDD8" " NEDD8 OS=Homo sapiens OX=9606 GN=NEDD8 PE=1 SV=1"
"1337" "sp" "Q3LHN1" "KR213" " Keratin-associated protein 21-3 OS=Homo sapiens OX=9606 GN=KRTAP21-3 PE=3 SV=1"
"1338" "sp" "Q3LI70" "KR196" " Keratin-associated protein 19-6 OS=Homo sapiens OX=9606 GN=KRTAP19-6 PE=1 SV=2"
"1339" "sp" "Q5VVS0" "CA140" " Putative uncharacterized protein C1orf140 OS=Homo sapiens OX=9606 GN=C1orf140 PE=5 SV=1"
"1340" "sp" "Q9BYQ5" "KRA46" " Keratin-associated protein 4-6 OS=Homo sapiens OX=9606 GN=KRTAP4-6 PE=2 SV=4"
"1341" "sp" "O00268" "TAF4" " Transcription initiation factor TFIID subunit 4 OS=Homo sapiens OX=9606 GN=TAF4 PE=1 SV=2"
"1342" "sp" "P04080" "CYTB" " Cystatin-B OS=Homo sapiens OX=9606 GN=CSTB PE=1 SV=2"
"1343" "sp" "P0CG24" "ZN883" " Zinc finger protein 883 OS=Homo sapiens OX=9606 GN=ZNF883 PE=1 SV=1"
"1344" "sp" "P0DOY5" "HD101" " Immunoglobulin heavy diversity 1-1 OS=Homo sapiens OX=9606 GN=IGHD1-1 PE=4 SV=1"
"1345" "sp" "P60903" "S10AA" " Protein S100-A10 OS=Homo sapiens OX=9606 GN=S100A10 PE=1 SV=2"
"1346" "sp" "Q13352" "CENPR" " Centromere protein R OS=Homo sapiens OX=9606 GN=ITGB3BP PE=1 SV=2"
"1347" "sp" "Q15528" "MED22" " Mediator of RNA polymerase II transcription subunit 22 OS=Homo sapiens OX=9606 GN=MED22 PE=1 SV=2"
"1348" "sp" "A0A1B0GTR4" "SPRR5" " Putative small proline-rich protein 5 OS=Homo sapiens OX=9606 GN=SPRR5 PE=5 SV=1"
"1349" "sp" "A0MZ66" "SHOT1" " Shootin-1 OS=Homo sapiens OX=9606 GN=SHTN1 PE=1 SV=4"
"1350" "sp" "O14717" "TRDMT" " tRNA (cytosine(38)-C(5))-methyltransferase OS=Homo sapiens OX=9606 GN=TRDMT1 PE=1 SV=1"
"1351" "sp" "O60256" "KPRB" " Phosphoribosyl pyrophosphate synthase-associated protein 2 OS=Homo sapiens OX=9606 GN=PRPSAP2 PE=1 SV=1"
"1352" "sp" "P14209" "CD99" " CD99 antigen OS=Homo sapiens OX=9606 GN=CD99 PE=1 SV=1"
"1353" "sp" "Q6UXT8" "ALKL1" " ALK and LTK ligand 1 OS=Homo sapiens OX=9606 GN=ALKAL1 PE=1 SV=1"
"1354" "sp" "Q8NH50" "OR8K5" " Olfactory receptor 8K5 OS=Homo sapiens OX=9606 GN=OR8K5 PE=3 SV=1"
"1355" "sp" "Q8WWG1" "NRG4" " Pro-neuregulin-4, membrane-bound isoform OS=Homo sapiens OX=9606 GN=NRG4 PE=1 SV=1"
"1356" "sp" "Q96S95" "CK2N2" " Calcium/calmodulin-dependent protein kinase II inhibitor 2 OS=Homo sapiens OX=9606 GN=CAMK2N2 PE=2 SV=1"
"1357" "sp" "Q9C005" "DPY30" " Protein dpy-30 homolog OS=Homo sapiens OX=9606 GN=DPY30 PE=1 SV=1"
"1358" "tr" "A0A075B6V6" "A0A075B6V6" " T cell receptor delta joining 2 (Fragment) OS=Homo sapiens OX=9606 GN=TRDJ2 PE=4 SV=1"
"1359" "tr" "A0A1W2PNU3" "A0A1W2PNU3" " Uncharacterized protein OS=Homo sapiens OX=9606 GN=LOC122455342 PE=1 SV=1"
"1360" "tr" "A0N4Z7" "A0N4Z7" " Possible J 10 gene (Fragment) OS=Homo sapiens OX=9606 GN=TRAJ10 PE=4 SV=1"
"1361" "sp" "P0DSO2" "SCGR9" " Small cysteine and glycine repeat-containing protein 9 OS=Homo sapiens OX=9606 GN=SCYGR9 PE=1 SV=1"
"1362" "sp" "P18859" "ATP5J" " ATP synthase-coupling factor 6, mitochondrial OS=Homo sapiens OX=9606 GN=ATP5PF PE=1 SV=1"
"1363" "sp" "Q86WW8" "COA5" " Cytochrome c oxidase assembly factor 5 OS=Homo sapiens OX=9606 GN=COA5 PE=1 SV=1"
"1364" "tr" "A0A087X096" "A0A087X096" " T cell receptor alpha joining 37 (Fragment) OS=Homo sapiens OX=9606 GN=TRAJ37 PE=1 SV=1"
"1365" "sp" "A6NMS3" "OR5K4" " Olfactory receptor 5K4 OS=Homo sapiens OX=9606 GN=OR5K4 PE=3 SV=1"
"1366" "sp" "P14649" "MYL6B" " Myosin light chain 6B OS=Homo sapiens OX=9606 GN=MYL6B PE=1 SV=1"
"1367" "sp" "P15248" "IL9" " Interleukin-9 OS=Homo sapiens OX=9606 GN=IL9 PE=2 SV=1"
"1368" "sp" "P26447" "S10A4" " Protein S100-A4 OS=Homo sapiens OX=9606 GN=S100A4 PE=1 SV=1"
"1369" "sp" "Q8N3Z3" "GTPB8" " GTP-binding protein 8 OS=Homo sapiens OX=9606 GN=GTPBP8 PE=1 SV=1"
"1370" "sp" "Q96D98" "EID2B" " EP300-interacting inhibitor of differentiation 2B OS=Homo sapiens OX=9606 GN=EID2B PE=1 SV=2"
"1371" "sp" "Q96KK5" "H2A1H" " Histone H2A type 1-H OS=Homo sapiens OX=9606 GN=H2AC12 PE=1 SV=3"
"1372" "sp" "Q9BYR3" "KRA44" " Keratin-associated protein 4-4 OS=Homo sapiens OX=9606 GN=KRTAP4-4 PE=1 SV=1"
"1373" "sp" "Q9Y2Q9" "RT28" " 28S ribosomal protein S28, mitochondrial OS=Homo sapiens OX=9606 GN=MRPS28 PE=1 SV=1"
"1374" "sp" "A0A2R8Y619" "H2BK1" " Histone H2B type 2-K1 OS=Homo sapiens OX=9606 GN=H2BK1 PE=3 SV=1"
"1375" "sp" "O95295" "SNAPN" " SNARE-associated protein Snapin OS=Homo sapiens OX=9606 GN=SNAPIN PE=1 SV=1"
"1376" "sp" "P09430" "STP1" " Spermatid nuclear transition protein 1 OS=Homo sapiens OX=9606 GN=TNP1 PE=1 SV=2"
"1377" "sp" "Q9UK45" "LSM7" " U6 snRNA-associated Sm-like protein LSm7 OS=Homo sapiens OX=9606 GN=LSM7 PE=1 SV=1"
"1378" "sp" "Q9Y6W6" "DUS10" " Dual specificity protein phosphatase 10 OS=Homo sapiens OX=9606 GN=DUSP10 PE=1 SV=1"
"1379" "tr" "A0A075B6Z5" "A0A075B6Z5" " T cell receptor alpha joining 4 (Fragment) OS=Homo sapiens OX=9606 GN=TRAJ4 PE=4 SV=1"
"1380" "sp" "P12829" "MYL4" " Myosin light chain 4 OS=Homo sapiens OX=9606 GN=MYL4 PE=1 SV=3"
"1381" "sp" "P25713" "MT3" " Metallothionein-3 OS=Homo sapiens OX=9606 GN=MT3 PE=1 SV=1"
"1382" "sp" "Q01524" "DEF6" " Defensin-6 OS=Homo sapiens OX=9606 GN=DEFA6 PE=1 SV=1"
"1383" "sp" "Q16663" "CCL15" " C-C motif chemokine 15 OS=Homo sapiens OX=9606 GN=CCL15 PE=1 SV=3"
"1384" "sp" "Q16777" "H2A2C" " Histone H2A type 2-C OS=Homo sapiens OX=9606 GN=H2AC20 PE=1 SV=4"
"1385" "sp" "Q9NS26" "SPNXA" " Sperm protein associated with the nucleus on the X chromosome A OS=Homo sapiens OX=9606 GN=SPANXA2 PE=1 SV=1"
"1386" "sp" "Q9NX01" "TXN4B" " Thioredoxin-like protein 4B OS=Homo sapiens OX=9606 GN=TXNL4B PE=1 SV=1"
"1387" "tr" "A0A087WU04" "A0A087WU04" " T cell receptor alpha joining 36 (Fragment) OS=Homo sapiens OX=9606 GN=TRAJ36 PE=4 SV=1"
"1388" "sp" "O75394" "RM33" " 39S ribosomal protein L33, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL33 PE=1 SV=1"
"1389" "sp" "Q14210" "LY6D" " Lymphocyte antigen 6D OS=Homo sapiens OX=9606 GN=LY6D PE=1 SV=1"
"1390" "sp" "Q6UWT4" "CE046" " Uncharacterized protein C5orf46 OS=Homo sapiens OX=9606 GN=C5orf46 PE=1 SV=2"
"1391" "sp" "Q9NZT1" "CALL5" " Calmodulin-like protein 5 OS=Homo sapiens OX=9606 GN=CALML5 PE=1 SV=2"
"1392" "sp" "Q9Y324" "FCF1" " rRNA-processing protein FCF1 homolog OS=Homo sapiens OX=9606 GN=FCF1 PE=1 SV=1"
"1393" "sp" "Q9Y3D0" "CIA2B" " Cytosolic iron-sulfur assembly component 2B OS=Homo sapiens OX=9606 GN=CIAO2B PE=1 SV=1"
"1394" "tr" "A0A6Q8PFC9" "A0A6Q8PFC9" " Secreted protein OS=Homo sapiens OX=9606 PE=4 SV=1"
"1395" "sp" "A0ZSE6" "CC50C" " Cell cycle control protein 50C OS=Homo sapiens OX=9606 GN=TMEM30CP PE=2 SV=2"
"1396" "sp" "O43745" "CHP2" " Calcineurin B homologous protein 2 OS=Homo sapiens OX=9606 GN=CHP2 PE=1 SV=3"
"1397" "sp" "P04280" "PRP1" " Basic salivary proline-rich protein 1 OS=Homo sapiens OX=9606 GN=PRB1 PE=1 SV=3"
"1398" "sp" "P0DMW2" "PYDC4" " NLR family pyrin domain-containing protein 2B OS=Homo sapiens OX=9606 GN=NLRP2B PE=2 SV=1"
"1399" "sp" "P31358" "CD52" " CAMPATH-1 antigen OS=Homo sapiens OX=9606 GN=CD52 PE=1 SV=1"
"1400" "sp" "Q8TAK6" "OLIG1" " Oligodendrocyte transcription factor 1 OS=Homo sapiens OX=9606 GN=OLIG1 PE=1 SV=2"
"1401" "sp" "Q96HZ7" "URAS1" " Putative uncharacterized protein URB1-AS1 OS=Homo sapiens OX=9606 GN=URB1-AS1 PE=5 SV=1"
"1402" "sp" "P33240" "CSTF2" " Cleavage stimulation factor subunit 2 OS=Homo sapiens OX=9606 GN=CSTF2 PE=1 SV=1"
"1403" "sp" "P41567" "EIF1" " Eukaryotic translation initiation factor 1 OS=Homo sapiens OX=9606 GN=EIF1 PE=1 SV=1"
"1404" "sp" "P52435" "RPB11" " DNA-directed RNA polymerase II subunit RPB11-a OS=Homo sapiens OX=9606 GN=POLR2J PE=1 SV=1"
"1405" "sp" "Q15651" "HMGN3" " High mobility group nucleosome-binding domain-containing protein 3 OS=Homo sapiens OX=9606 GN=HMGN3 PE=1 SV=2"
"1406" "sp" "Q8WXC6" "CSN9" " COP9 signalosome complex subunit 9 OS=Homo sapiens OX=9606 GN=COPS9 PE=1 SV=3"
"1407" "sp" "Q93045" "STMN2" " Stathmin-2 OS=Homo sapiens OX=9606 GN=STMN2 PE=1 SV=3"
"1408" "sp" "Q96JC9" "EAF1" " ELL-associated factor 1 OS=Homo sapiens OX=9606 GN=EAF1 PE=1 SV=1"
"1409" "sp" "Q9UFW8" "CGBP1" " CGG triplet repeat-binding protein 1 OS=Homo sapiens OX=9606 GN=CGGBP1 PE=1 SV=2"
"1410" "sp" "A6NET4" "OR5K3" " Olfactory receptor 5K3 OS=Homo sapiens OX=9606 GN=OR5K3 PE=3 SV=1"
"1411" "sp" "O14625" "CXL11" " C-X-C motif chemokine 11 OS=Homo sapiens OX=9606 GN=CXCL11 PE=1 SV=1"
"1412" "sp" "P17677" "NEUM" " Neuromodulin OS=Homo sapiens OX=9606 GN=GAP43 PE=1 SV=1"
"1413" "sp" "Q15072" "OZF" " Zinc finger protein OZF OS=Homo sapiens OX=9606 GN=ZNF146 PE=1 SV=2"
"1414" "sp" "Q9Y3D7" "TIM16" " Mitochondrial import inner membrane translocase subunit TIM16 OS=Homo sapiens OX=9606 GN=PAM16 PE=1 SV=2"
"1415" "sp" "O00399" "DCTN6" " Dynactin subunit 6 OS=Homo sapiens OX=9606 GN=DCTN6 PE=1 SV=1"
"1416" "sp" "O60516" "4EBP3" " Eukaryotic translation initiation factor 4E-binding protein 3 OS=Homo sapiens OX=9606 GN=EIF4EBP3 PE=1 SV=1"
"1417" "sp" "P78317" "RNF4" " E3 ubiquitin-protein ligase RNF4 OS=Homo sapiens OX=9606 GN=RNF4 PE=1 SV=1"
"1418" "sp" "Q15649" "ZNHI3" " Zinc finger HIT domain-containing protein 3 OS=Homo sapiens OX=9606 GN=ZNHIT3 PE=1 SV=2"
"1419" "sp" "Q6NVV0" "MKRN5" " Putative makorin-5 OS=Homo sapiens OX=9606 GN=MKRN9P PE=5 SV=1"
"1420" "tr" "A0A0A0MT93" "A0A0A0MT93" " Immunoglobulin lambda joining 6 (Fragment) OS=Homo sapiens OX=9606 GN=IGLJ6 PE=4 SV=1"
"1421" "sp" "P27469" "G0S2" " G0/G1 switch protein 2 OS=Homo sapiens OX=9606 GN=G0S2 PE=1 SV=1"
"1422" "sp" "P35326" "SPR2A" " Small proline-rich protein 2A OS=Homo sapiens OX=9606 GN=SPRR2A PE=1 SV=1"
"1423" "sp" "Q13296" "SG2A2" " Mammaglobin-A OS=Homo sapiens OX=9606 GN=SCGB2A2 PE=1 SV=1"
"1424" "sp" "Q8TF09" "DLRB2" " Dynein light chain roadblock-type 2 OS=Homo sapiens OX=9606 GN=DYNLRB2 PE=1 SV=1"
"1425" "sp" "O60829" "PAGE4" " P antigen family member 4 OS=Homo sapiens OX=9606 GN=PAGE4 PE=1 SV=1"
"1426" "sp" "Q96EU6" "RRP36" " Ribosomal RNA processing protein 36 homolog OS=Homo sapiens OX=9606 GN=RRP36 PE=1 SV=1"
"1427" "sp" "Q99497" "PARK7" " Parkinson disease protein 7 OS=Homo sapiens OX=9606 GN=PARK7 PE=1 SV=2"
"1428" "sp" "Q99614" "TTC1" " Tetratricopeptide repeat protein 1 OS=Homo sapiens OX=9606 GN=TTC1 PE=1 SV=1"
"1429" "sp" "O95777" "LSM8" " U6 snRNA-associated Sm-like protein LSm8 OS=Homo sapiens OX=9606 GN=LSM8 PE=1 SV=3"
"1430" "sp" "P50991" "TCPD" " T-complex protein 1 subunit delta OS=Homo sapiens OX=9606 GN=CCT4 PE=1 SV=4"
"1431" "sp" "P57077" "M3KCL" " MAP3K7 C-terminal-like protein OS=Homo sapiens OX=9606 GN=MAP3K7CL PE=1 SV=2"
"1432" "sp" "P61266" "STX1B" " Syntaxin-1B OS=Homo sapiens OX=9606 GN=STX1B PE=1 SV=1"
"1433" "sp" "Q0VGL1" "LTOR4" " Ragulator complex protein LAMTOR4 OS=Homo sapiens OX=9606 GN=LAMTOR4 PE=1 SV=1"
"1434" "sp" "Q3ZCW2" "LEGL" " Galectin-related protein OS=Homo sapiens OX=9606 GN=LGALSL PE=1 SV=2"
"1435" "sp" "Q6ZRF7" "ZN818" " Putative zinc finger protein 818 OS=Homo sapiens OX=9606 GN=ZNF818P PE=5 SV=1"
"1436" "sp" "Q96CP2" "FWCH2" " FLYWCH family member 2 OS=Homo sapiens OX=9606 GN=FLYWCH2 PE=1 SV=1"
"1437" "sp" "Q9NUM3" "S39A9" " Zinc transporter ZIP9 OS=Homo sapiens OX=9606 GN=SLC39A9 PE=1 SV=2"
"1438" "sp" "Q9NX76" "CKLF6" " CKLF-like MARVEL transmembrane domain-containing protein 6 OS=Homo sapiens OX=9606 GN=CMTM6 PE=1 SV=1"
"1439" "sp" "Q9Y675" "SNURF" " SNRPN upstream reading frame protein OS=Homo sapiens OX=9606 GN=SNURF PE=1 SV=1"
"1440" "sp" "P0DM35" "M1BL1" " Metallothionein 1H-like protein 1 OS=Homo sapiens OX=9606 GN=MT1HL1 PE=3 SV=1"
"1441" "sp" "P67936" "TPM4" " Tropomyosin alpha-4 chain OS=Homo sapiens OX=9606 GN=TPM4 PE=1 SV=3"
"1442" "sp" "Q5DJT8" "CT452" " Cancer/testis antigen family 45 member A2 OS=Homo sapiens OX=9606 GN=CT45A2 PE=2 SV=3"
"1443" "sp" "Q8NH89" "O5AK3" " Putative olfactory receptor 5AK3 OS=Homo sapiens OX=9606 GN=OR5AK3P PE=5 SV=1"
"1444" "sp" "Q02878" "RL6" " 60S ribosomal protein L6 OS=Homo sapiens OX=9606 GN=RPL6 PE=1 SV=3"
"1445" "sp" "Q6K0P9" "IFIX" " Pyrin and HIN domain-containing protein 1 OS=Homo sapiens OX=9606 GN=PYHIN1 PE=1 SV=1"
"1446" "sp" "Q96EM0" "T3HPD" " Trans-3-hydroxy-L-proline dehydratase OS=Homo sapiens OX=9606 GN=L3HYPDH PE=1 SV=2"
"1447" "sp" "Q9Y5J6" "T10B" " Mitochondrial import inner membrane translocase subunit Tim10 B OS=Homo sapiens OX=9606 GN=TIMM10B PE=1 SV=1"
